,screen_name,mk
0,evgenysova,shahadehabou
1,bussouriel,shahadehabou
2,gilagamliel,shahadehabou
3,yairlapid,shahadehabou
4,kushnir_al,shahadehabou
5,elicoh1,shahadehabou
6,shlomo_karhi,shahadehabou
7,yuliamalinovsky,shahadehabou
8,haleviamit,shahadehabou
9,pnina_tamano_sh,shahadehabou
10,yairgolan1,shahadehabou
11,gantzbe,shahadehabou
12,dayanuzi,shahadehabou
13,matankahana,shahadehabou
14,mkorlyfroman,shahadehabou
15,mikihaimovich1,shahadehabou
16,gabi_ashkenazi,shahadehabou
17,btoporovsky,shahadehabou
18,cotlerwunsh,shahadehabou
19,andreykozhinov,shahadehabou
20,abutbulm,shahadehabou
21,sbyifat,shahadehabou
22,arielkallner,shahadehabou
23,ishmuli,shahadehabou
24,meravmichaeli,shahadehabou
25,avidareli,shahadehabou
26,yrazvozov,shahadehabou
27,kelharrar,shahadehabou
28,idanroll,shahadehabou
29,kerenbarak,shahadehabou
30,taliploskov,shahadehabou
31,yakmargi,shahadehabou
32,oded_forer,shahadehabou
33,ornabarb,shahadehabou
34,ettyatia,shahadehabou
35,ofirkatzmk,shahadehabou
36,ram_ben_barak,shahadehabou
37,shitrit_keti,shahadehabou
38,ysegalovitz,shahadehabou
39,osnathilamark,shahadehabou
40,gyevarkan,shahadehabou
41,zoharm7,shahadehabou
42,dudiamsalem,shahadehabou
43,steinitz_yuval,shahadehabou
44,davidbitan,shahadehabou
45,yoavkisch,shahadehabou
46,nirbarkat,shahadehabou
47,yoavgallant,shahadehabou
48,regev_miri,shahadehabou
49,israel_katz,shahadehabou
50,yuliedelstein,shahadehabou
51,orly_levy,shahadehabou
52,realrafiperets,shahadehabou
53,zvihauser,shahadehabou
54,yoazhendel1,shahadehabou
55,tehilafriedman,shahadehabou
56,yossitaieb,shahadehabou
57,yorailahav,shahadehabou
58,asafzamir,shahadehabou
59,mkgilon,shahadehabou
60,omeryankelevitc,shahadehabou
61,mkmickeylevy,shahadehabou
62,mksondos,shahadehabou
63,gadeermreeh,shahadehabou
64,mkmeircohen,shahadehabou
65,khatib_eman,shahadehabou
66,waleedt68,shahadehabou
67,osamasaadi63,shahadehabou
68,ofercass,shahadehabou
69,saeedalkhrumi,shahadehabou
70,mnsorabbas,shahadehabou
71,asaqla,shahadehabou
72,tamarzandberg,shahadehabou
73,nitzanhorowitz,shahadehabou
74,hebayazbak,shahadehabou
75,aidatuma,shahadehabou
76,drjabareen,shahadehabou
77,mtanesshihadeh,shahadehabou
78,ayodeh,shahadehabou
79,ahmad_tibi,shahadehabou
0,evgenysova,abutbulm
1,andreykozhinov,abutbulm
2,kushnir_al,abutbulm
3,tehilafriedman,abutbulm
4,gadeermreeh,abutbulm
5,mkorlyfroman,abutbulm
6,haleviamit,abutbulm
7,aidatuma,abutbulm
8,osnathilamark,abutbulm
9,arielkallner,abutbulm
10,avidareli,abutbulm
11,malkielim82,abutbulm
12,meravmichaeli,abutbulm
13,tzachi_hanegbi,abutbulm
14,mikihaimovich1,abutbulm
15,mkmeircohen,abutbulm
16,ayodeh,abutbulm
17,ettyatia,abutbulm
18,kerenbarak,abutbulm
19,ofirkatzmk,abutbulm
20,netanyahu,abutbulm
21,regev_miri,abutbulm
22,davidbitan,abutbulm
23,nirbarkat,abutbulm
24,yuliedelstein,abutbulm
25,avigdorliberman,abutbulm
26,zoharm7,abutbulm
27,yoavkisch,abutbulm
28,ishmuli,abutbulm
29,bogie_yaalon,abutbulm
30,ahmad_tibi,abutbulm
31,orly_levy,abutbulm
32,elicoh1,abutbulm
33,gilagamliel,abutbulm
34,realrafiperets,abutbulm
35,asafzamir,abutbulm
36,steinitz_yuval,abutbulm
37,ornabarb,abutbulm
38,zvihauser,abutbulm
39,shitrit_keti,abutbulm
40,yairgolan1,abutbulm
41,yoavgallant,abutbulm
42,eitanginzburg,abutbulm
43,ofir_sofer,abutbulm
44,matankahana,abutbulm
45,gyevarkan,abutbulm
46,shlomo_karhi,abutbulm
47,avidichter,abutbulm
48,oded_forer,abutbulm
49,sbyifat,abutbulm
50,pnina_tamano_sh,abutbulm
51,yossitaieb,abutbulm
52,izhars7,abutbulm
53,yoazhendel1,abutbulm
54,ayelet__shaked,abutbulm
55,israel_katz,abutbulm
56,yakmargi,abutbulm
57,gantzbe,abutbulm
58,omeryankelevitc,abutbulm
59,bussouriel,abutbulm
60,kelharrar,abutbulm
61,yairlapid,abutbulm
62,naftalibennett,abutbulm
63,gabi_ashkenazi,abutbulm
64,bezalelsm,abutbulm
65,dudiamsalem,abutbulm
0,avigdorliberman,avidareli
0,netanyahu,yuliedelstein
0,ayelet__shaked,yisraeleichler
1,netanyahu,yisraeleichler
0,btoporovsky,kelharrar
1,yorailahav,kelharrar
2,shlomo_karhi,kelharrar
3,vladimirbeliak,kelharrar
4,avidareli,kelharrar
5,yrazvozov,kelharrar
6,mkmickeylevy,kelharrar
7,gadeermreeh,kelharrar
8,oded_forer,kelharrar
9,idanroll,kelharrar
10,asafzamir,kelharrar
11,ysegalovitz,kelharrar
12,gabi_ashkenazi,kelharrar
13,yairgolan1,kelharrar
14,mikihaimovich1,kelharrar
15,gantzbe,kelharrar
16,ornabarb,kelharrar
17,mosheturpaz,kelharrar
18,pnina_tamano_sh,kelharrar
19,ram_ben_barak,kelharrar
20,nitzanhorowitz,kelharrar
21,ayoobkara,kelharrar
22,mkmeircohen,kelharrar
23,steinitz_yuval,kelharrar
24,gilagamliel,kelharrar
25,israel_katz,kelharrar
26,avidichter,kelharrar
27,elicoh1,kelharrar
28,ayodeh,kelharrar
29,orly_levy,kelharrar
30,elazar_stern,kelharrar
31,sbyifat,kelharrar
32,bogie_yaalon,kelharrar
33,ayelet__shaked,kelharrar
34,ofirakunis,kelharrar
35,aidatuma,kelharrar
36,davidbitan,kelharrar
37,meravmichaeli,kelharrar
38,ishmuli,kelharrar
39,zoharm7,kelharrar
40,dudiamsalem,kelharrar
41,mkgilon,kelharrar
42,yoavkisch,kelharrar
43,zvihauser,kelharrar
44,regev_miri,kelharrar
45,avigdorliberman,kelharrar
46,naftalibennett,kelharrar
47,ahmad_tibi,kelharrar
48,bezalelsm,kelharrar
49,yoazhendel1,kelharrar
50,yuliedelstein,kelharrar
51,netanyahu,kelharrar
52,yairlapid,kelharrar
0,drjabareen,saeedalkhrumi
1,waleedt68,saeedalkhrumi
2,gabi_ashkenazi,saeedalkhrumi
3,gantzbe,saeedalkhrumi
4,davidbitan,saeedalkhrumi
5,bezalelsm,saeedalkhrumi
6,ayoobkara,saeedalkhrumi
7,naftalibennett,saeedalkhrumi
8,yairlapid,saeedalkhrumi
9,avigdorliberman,saeedalkhrumi
10,dudiamsalem,saeedalkhrumi
11,yuliedelstein,saeedalkhrumi
12,ayodeh,saeedalkhrumi
13,mkgilon,saeedalkhrumi
14,netanyahu,saeedalkhrumi
15,regev_miri,saeedalkhrumi
16,nirbarkat,saeedalkhrumi
17,ayelet__shaked,saeedalkhrumi
18,bogie_yaalon,saeedalkhrumi
19,elicoh1,saeedalkhrumi
20,nitzanhorowitz,saeedalkhrumi
21,ahmad_tibi,saeedalkhrumi
22,meravmichaeli,saeedalkhrumi
23,kelharrar,saeedalkhrumi
24,tamarzandberg,saeedalkhrumi
25,zvihauser,saeedalkhrumi
26,ishmuli,saeedalkhrumi
0,realrafiperets,dudiamsalem
1,israel_katz,dudiamsalem
2,ofirkatzmk,dudiamsalem
3,kerenbarak,dudiamsalem
4,oded_forer,dudiamsalem
5,taliploskov,dudiamsalem
6,ayelet__shaked,dudiamsalem
7,orly_levy,dudiamsalem
8,steinitz_yuval,dudiamsalem
9,yoavgallant,dudiamsalem
10,ishmuli,dudiamsalem
11,mkgilon,dudiamsalem
12,gilagamliel,dudiamsalem
13,avidichter,dudiamsalem
14,davidbitan,dudiamsalem
15,yoavkisch,dudiamsalem
16,zoharm7,dudiamsalem
17,elicoh1,dudiamsalem
18,kelharrar,dudiamsalem
19,bezalelsm,dudiamsalem
20,yoazhendel1,dudiamsalem
21,netanyahu,dudiamsalem
0,netanyahu,ofirakunis
0,yairgolan1,gabi_ashkenazi
1,ishmuli,gabi_ashkenazi
2,israel_katz,gabi_ashkenazi
3,oded_forer,gabi_ashkenazi
4,mkorlyfroman,gabi_ashkenazi
5,omeryankelevitc,gabi_ashkenazi
6,nitzanhorowitz,gabi_ashkenazi
7,bezalelsm,gabi_ashkenazi
8,realrafiperets,gabi_ashkenazi
9,tamarzandberg,gabi_ashkenazi
10,netanyahu,gabi_ashkenazi
11,meravmichaeli,gabi_ashkenazi
12,davidbitan,gabi_ashkenazi
13,dudiamsalem,gabi_ashkenazi
14,avidichter,gabi_ashkenazi
15,zoharm7,gabi_ashkenazi
16,yoavkisch,gabi_ashkenazi
17,yuliedelstein,gabi_ashkenazi
18,sbyifat,gabi_ashkenazi
19,yisraeleichler,gabi_ashkenazi
20,tzachi_hanegbi,gabi_ashkenazi
21,ayoobkara,gabi_ashkenazi
22,yakmargi,gabi_ashkenazi
23,ayelet__shaked,gabi_ashkenazi
24,zvihauser,gabi_ashkenazi
25,mkmeircohen,gabi_ashkenazi
26,regev_miri,gabi_ashkenazi
27,naftalibennett,gabi_ashkenazi
28,elazar_stern,gabi_ashkenazi
29,ayodeh,gabi_ashkenazi
30,mkmickeylevy,gabi_ashkenazi
31,avigdorliberman,gabi_ashkenazi
32,izhars7,gabi_ashkenazi
33,ram_ben_barak,gabi_ashkenazi
34,ornabarb,gabi_ashkenazi
35,eitanginzburg,gabi_ashkenazi
36,yorailahav,gabi_ashkenazi
37,asafzamir,gabi_ashkenazi
38,pnina_tamano_sh,gabi_ashkenazi
39,idanroll,gabi_ashkenazi
40,kelharrar,gabi_ashkenazi
41,mikihaimovich1,gabi_ashkenazi
42,bogie_yaalon,gabi_ashkenazi
43,yoazhendel1,gabi_ashkenazi
44,gantzbe,gabi_ashkenazi
45,yairlapid,gabi_ashkenazi
0,ishmuli,pikeaccount
1,orly_levy,pikeaccount
2,regev_miri,pikeaccount
3,ayelet__shaked,pikeaccount
4,dudiamsalem,pikeaccount
5,zoharm7,pikeaccount
6,yuliedelstein,pikeaccount
7,bezalelsm,pikeaccount
8,naftalibennett,pikeaccount
9,yairlapid,pikeaccount
10,gantzbe,pikeaccount
11,netanyahu,pikeaccount
0,avidichter,bussouriel
1,nissimv,bussouriel
2,osnathilamark,bussouriel
3,golanmay,bussouriel
4,cotlerwunsh,bussouriel
5,malkielim82,bussouriel
6,eitanginzburg,bussouriel
7,kushnir_al,bussouriel
8,abutbulm,bussouriel
9,yossitaieb,bussouriel
10,avidareli,bussouriel
11,elicoh1,bussouriel
12,ofirakunis,bussouriel
13,ayoobkara,bussouriel
14,ofirkatzmk,bussouriel
15,kerenbarak,bussouriel
16,ettyatia,bussouriel
17,dayanuzi,bussouriel
18,shlomo_karhi,bussouriel
19,avigdorliberman,bussouriel
20,yairgolan1,bussouriel
21,ayodeh,bussouriel
22,orly_levy,bussouriel
23,gilagamliel,bussouriel
24,nirbarkat,bussouriel
25,elazar_stern,bussouriel
26,nitzanhorowitz,bussouriel
27,kelharrar,bussouriel
28,asafzamir,bussouriel
29,gabi_ashkenazi,bussouriel
30,izhars7,bussouriel
31,oded_forer,bussouriel
32,gyevarkan,bussouriel
33,yoavgallant,bussouriel
34,pnina_tamano_sh,bussouriel
35,mkmeircohen,bussouriel
36,mikihaimovich1,bussouriel
37,btoporovsky,bussouriel
38,realrafiperets,bussouriel
39,sbyifat,bussouriel
40,regev_miri,bussouriel
41,ishmuli,bussouriel
42,yoazhendel1,bussouriel
43,omeryankelevitc,bussouriel
44,dudiamsalem,bussouriel
45,zvihauser,bussouriel
46,davidbitan,bussouriel
47,yuliedelstein,bussouriel
48,tamarzandberg,bussouriel
49,israel_katz,bussouriel
50,tzachi_hanegbi,bussouriel
51,meravmichaeli,bussouriel
52,yakmargi,bussouriel
53,gantzbe,bussouriel
54,yairlapid,bussouriel
55,bogie_yaalon,bussouriel
56,zoharm7,bussouriel
57,shitrit_keti,bussouriel
58,yoavkisch,bussouriel
59,bezalelsm,bussouriel
60,naftalibennett,bussouriel
61,ayelet__shaked,bussouriel
62,netanyahu,bussouriel
0,nirbarkat,davidbitan
1,yoavgallant,davidbitan
2,haleviamit,davidbitan
3,ofir_sofer,davidbitan
4,steinitz_yuval,davidbitan
5,israel_katz,davidbitan
6,kerenbarak,davidbitan
7,gantzbe,davidbitan
8,ettyatia,davidbitan
9,shitrit_keti,davidbitan
10,osnathilamark,davidbitan
11,dayanuzi,davidbitan
12,arielkallner,davidbitan
13,gabi_ashkenazi,davidbitan
14,ofirkatzmk,davidbitan
15,avigdorliberman,davidbitan
16,zvihauser,davidbitan
17,aidatuma,davidbitan
18,ayodeh,davidbitan
19,gilagamliel,davidbitan
20,elicoh1,davidbitan
21,ahmad_tibi,davidbitan
22,elazar_stern,davidbitan
23,taliploskov,davidbitan
24,yakmargi,davidbitan
25,ayoobkara,davidbitan
26,yoazhendel1,davidbitan
27,orly_levy,davidbitan
28,sbyifat,davidbitan
29,tamarzandberg,davidbitan
30,meravmichaeli,davidbitan
31,yairlapid,davidbitan
32,mkgilon,davidbitan
33,yuliedelstein,davidbitan
34,avidichter,davidbitan
35,zoharm7,davidbitan
36,yoavkisch,davidbitan
37,kelharrar,davidbitan
38,ayelet__shaked,davidbitan
39,bezalelsm,davidbitan
40,dudiamsalem,davidbitan
41,naftalibennett,davidbitan
42,ishmuli,davidbitan
43,ofirakunis,davidbitan
44,regev_miri,davidbitan
45,netanyahu,davidbitan
0,zoharm7,vladimirbeliak
1,arielkallner,vladimirbeliak
2,ofirkatzmk,vladimirbeliak
3,bussouriel,vladimirbeliak
4,matankahana,vladimirbeliak
5,kushnir_al,vladimirbeliak
6,haleviamit,vladimirbeliak
7,dayanuzi,vladimirbeliak
8,mksondos,vladimirbeliak
9,yoavgallant,vladimirbeliak
10,avidareli,vladimirbeliak
11,aidatuma,vladimirbeliak
12,andreykozhinov,vladimirbeliak
13,mkorlyfroman,vladimirbeliak
14,gadeermreeh,vladimirbeliak
15,nirbarkat,vladimirbeliak
16,kerenbarak,vladimirbeliak
17,gyevarkan,vladimirbeliak
18,btoporovsky,vladimirbeliak
19,gabi_ashkenazi,vladimirbeliak
20,evgenysova,vladimirbeliak
21,izhars7,vladimirbeliak
22,yrazvozov,vladimirbeliak
23,eitanginzburg,vladimirbeliak
24,ysegalovitz,vladimirbeliak
25,yairgolan1,vladimirbeliak
26,mikihaimovich1,vladimirbeliak
27,yorailahav,vladimirbeliak
28,asafzamir,vladimirbeliak
29,gantzbe,vladimirbeliak
30,ornabarb,vladimirbeliak
31,mkmeircohen,vladimirbeliak
32,mosheturpaz,vladimirbeliak
33,tehilafriedman,vladimirbeliak
34,idanroll,vladimirbeliak
35,yakmargi,vladimirbeliak
36,yuliamalinovsky,vladimirbeliak
37,pnina_tamano_sh,vladimirbeliak
38,ram_ben_barak,vladimirbeliak
39,oded_forer,vladimirbeliak
40,taliploskov,vladimirbeliak
41,israel_katz,vladimirbeliak
42,steinitz_yuval,vladimirbeliak
43,gilagamliel,vladimirbeliak
44,elazar_stern,vladimirbeliak
45,sbyifat,vladimirbeliak
46,ahmad_tibi,vladimirbeliak
47,ofirakunis,vladimirbeliak
48,dudiamsalem,vladimirbeliak
49,mkgilon,vladimirbeliak
50,yoavkisch,vladimirbeliak
51,bezalelsm,vladimirbeliak
52,mkmickeylevy,vladimirbeliak
53,yuliedelstein,vladimirbeliak
54,meravmichaeli,vladimirbeliak
55,nitzanhorowitz,vladimirbeliak
56,ayodeh,vladimirbeliak
57,zvihauser,vladimirbeliak
58,yoazhendel1,vladimirbeliak
59,tzachi_hanegbi,vladimirbeliak
60,regev_miri,vladimirbeliak
61,naftalibennett,vladimirbeliak
62,bogie_yaalon,vladimirbeliak
63,avigdorliberman,vladimirbeliak
64,netanyahu,vladimirbeliak
65,tamarzandberg,vladimirbeliak
66,yairlapid,vladimirbeliak
67,ishmuli,vladimirbeliak
68,kelharrar,vladimirbeliak
0,mosheturpaz,ram_ben_barak
1,btoporovsky,ram_ben_barak
2,ofir_sofer,ram_ben_barak
3,mkorlyfroman,ram_ben_barak
4,steinitz_yuval,ram_ben_barak
5,yoavgallant,ram_ben_barak
6,yrazvozov,ram_ben_barak
7,mkmickeylevy,ram_ben_barak
8,gadeermreeh,ram_ben_barak
9,mikihaimovich1,ram_ben_barak
10,yairgolan1,ram_ben_barak
11,matankahana,ram_ben_barak
12,eitanginzburg,ram_ben_barak
13,ofirkatzmk,ram_ben_barak
14,izhars7,ram_ben_barak
15,idanroll,ram_ben_barak
16,zoharm7,ram_ben_barak
17,asafzamir,ram_ben_barak
18,pnina_tamano_sh,ram_ben_barak
19,ornabarb,ram_ben_barak
20,ysegalovitz,ram_ben_barak
21,gantzbe,ram_ben_barak
22,gabi_ashkenazi,ram_ben_barak
23,yorailahav,ram_ben_barak
24,realrafiperets,ram_ben_barak
25,avidichter,ram_ben_barak
26,yoavkisch,ram_ben_barak
27,dudiamsalem,ram_ben_barak
28,davidbitan,ram_ben_barak
29,elazar_stern,ram_ben_barak
30,kelharrar,ram_ben_barak
31,israel_katz,ram_ben_barak
32,tamarzandberg,ram_ben_barak
33,meravmichaeli,ram_ben_barak
34,netanyahu,ram_ben_barak
35,yoazhendel1,ram_ben_barak
36,yairlapid,ram_ben_barak
37,naftalibennett,ram_ben_barak
38,ayelet__shaked,ram_ben_barak
39,nitzanhorowitz,ram_ben_barak
40,ahmad_tibi,ram_ben_barak
41,ishmuli,ram_ben_barak
42,bogie_yaalon,ram_ben_barak
43,regev_miri,ram_ben_barak
44,avigdorliberman,ram_ben_barak
45,yuliedelstein,ram_ben_barak
46,ayodeh,ram_ben_barak
47,bezalelsm,ram_ben_barak
0,gabi_ashkenazi,naftalibennett
1,dudiamsalem,naftalibennett
2,gantzbe,naftalibennett
3,ofir_sofer,naftalibennett
4,matankahana,naftalibennett
5,realrafiperets,naftalibennett
6,zoharm7,naftalibennett
7,davidbitan,naftalibennett
8,yakmargi,naftalibennett
9,golanmay,naftalibennett
10,tamarzandberg,naftalibennett
11,bezalelsm,naftalibennett
12,ishmuli,naftalibennett
13,ofirakunis,naftalibennett
14,yuliedelstein,naftalibennett
15,regev_miri,naftalibennett
16,zvihauser,naftalibennett
17,yoazhendel1,naftalibennett
18,yairlapid,naftalibennett
19,ayelet__shaked,naftalibennett
20,avigdorliberman,naftalibennett
21,bogie_yaalon,naftalibennett
22,nitzanhorowitz,naftalibennett
23,meravmichaeli,naftalibennett
24,netanyahu,naftalibennett
0,asafzamir,ornabarb
1,gilagamliel,ornabarb
2,mkgilon,ornabarb
3,sbyifat,ornabarb
4,ayodeh,ornabarb
5,mkmickeylevy,ornabarb
6,israel_katz,ornabarb
7,vladimirbeliak,ornabarb
8,avidareli,ornabarb
9,yairgolan1,ornabarb
10,btoporovsky,ornabarb
11,ysegalovitz,ornabarb
12,yrazvozov,ornabarb
13,gadeermreeh,ornabarb
14,mkorlyfroman,ornabarb
15,avidichter,ornabarb
16,yoavkisch,ornabarb
17,yoavgallant,ornabarb
18,nitzanhorowitz,ornabarb
19,bezalelsm,ornabarb
20,oded_forer,ornabarb
21,nirbarkat,ornabarb
22,zvihauser,ornabarb
23,mkmeircohen,ornabarb
24,idanroll,ornabarb
25,ram_ben_barak,ornabarb
26,yorailahav,ornabarb
27,pnina_tamano_sh,ornabarb
28,davidbitan,ornabarb
29,tamarzandberg,ornabarb
30,yuliedelstein,ornabarb
31,regev_miri,ornabarb
32,avigdorliberman,ornabarb
33,naftalibennett,ornabarb
34,meravmichaeli,ornabarb
35,ishmuli,ornabarb
36,elazar_stern,ornabarb
37,kelharrar,ornabarb
38,yairlapid,ornabarb
39,ayelet__shaked,ornabarb
40,bogie_yaalon,ornabarb
41,yoazhendel1,ornabarb
0,mkmeircohen,kerenbarak
1,taliploskov,kerenbarak
2,osnathilamark,kerenbarak
3,sbyifat,kerenbarak
4,steinitz_yuval,kerenbarak
5,arielkallner,kerenbarak
6,dayanuzi,kerenbarak
7,eitanginzburg,kerenbarak
8,oded_forer,kerenbarak
9,yakmargi,kerenbarak
10,tamarzandberg,kerenbarak
11,asafzamir,kerenbarak
12,meravmichaeli,kerenbarak
13,yairgolan1,kerenbarak
14,elicoh1,kerenbarak
15,pnina_tamano_sh,kerenbarak
16,zvihauser,kerenbarak
17,izhars7,kerenbarak
18,shlomo_karhi,kerenbarak
19,gabi_ashkenazi,kerenbarak
20,yuliamalinovsky,kerenbarak
21,realrafiperets,kerenbarak
22,nitzanhorowitz,kerenbarak
23,shitrit_keti,kerenbarak
24,yoazhendel1,kerenbarak
25,omeryankelevitc,kerenbarak
26,israel_katz,kerenbarak
27,nirbarkat,kerenbarak
28,yoavgallant,kerenbarak
29,gantzbe,kerenbarak
30,mikihaimovich1,kerenbarak
31,ofirkatzmk,kerenbarak
32,ishmuli,kerenbarak
33,bezalelsm,kerenbarak
34,regev_miri,kerenbarak
35,yuliedelstein,kerenbarak
36,dudiamsalem,kerenbarak
37,zoharm7,kerenbarak
38,yoavkisch,kerenbarak
39,gilagamliel,kerenbarak
40,tzachi_hanegbi,kerenbarak
41,davidbitan,kerenbarak
42,yairlapid,kerenbarak
43,avigdorliberman,kerenbarak
44,bogie_yaalon,kerenbarak
45,ayelet__shaked,kerenbarak
46,naftalibennett,kerenbarak
47,netanyahu,kerenbarak
0,ofir_sofer,nirbarkat
1,bezalelsm,nirbarkat
2,gantzbe,nirbarkat
3,shitrit_keti,nirbarkat
4,yuliedelstein,nirbarkat
5,naftalibennett,nirbarkat
6,netanyahu,nirbarkat
7,avigdorliberman,nirbarkat
8,ayelet__shaked,nirbarkat
9,yairlapid,nirbarkat
10,regev_miri,nirbarkat
0,mksondos,drjabareen
1,pindrosy,drjabareen
2,malkielim82,drjabareen
3,asaqla,drjabareen
4,ofercass,drjabareen
5,ayodeh,drjabareen
6,aidatuma,drjabareen
7,ahmad_tibi,drjabareen
8,meravmichaeli,drjabareen
9,tamarzandberg,drjabareen
10,hebayazbak,drjabareen
11,netanyahu,drjabareen
0,meravmichaeli,yairgolan1
1,avidareli,yairgolan1
2,ram_ben_barak,yairgolan1
3,bezalelsm,yairgolan1
4,orly_levy,yairgolan1
5,gadeermreeh,yairgolan1
