,screen_name,mk
35,bezalelsm,mosheturpaz
36,nitzanhorowitz,mosheturpaz
37,yairlapid,mosheturpaz
0,eitanginzburg,ahmad_tibi
1,izhars7,ahmad_tibi
2,shahadehabou,ahmad_tibi
3,drjabareen,ahmad_tibi
4,hebayazbak,ahmad_tibi
5,ofercass,ahmad_tibi
6,kerenbarak,ahmad_tibi
7,mksondos,ahmad_tibi
8,zoharm7,ahmad_tibi
9,gantzbe,ahmad_tibi
10,gabi_ashkenazi,ahmad_tibi
11,aidatuma,ahmad_tibi
12,mkgilon,ahmad_tibi
13,saeedalkhrumi,ahmad_tibi
14,nitzanhorowitz,ahmad_tibi
15,davidbitan,ahmad_tibi
16,yoazhendel1,ahmad_tibi
17,dudiamsalem,ahmad_tibi
18,netanyahu,ahmad_tibi
19,regev_miri,ahmad_tibi
20,ishmuli,ahmad_tibi
21,ayelet__shaked,ahmad_tibi
22,naftalibennett,ahmad_tibi
23,ayodeh,ahmad_tibi
24,osamasaadi63,ahmad_tibi
25,yairlapid,ahmad_tibi
26,tamarzandberg,ahmad_tibi
27,meravmichaeli,ahmad_tibi
28,yuliedelstein,ahmad_tibi
0,cotlerwunsh,yossitaieb
1,shahadehabou,yossitaieb
2,tehilafriedman,yossitaieb
3,golanmay,yossitaieb
4,kushnir_al,yossitaieb
5,ofir_sofer,yossitaieb
6,yorailahav,yossitaieb
7,malkielim82,yossitaieb
8,ofirkatzmk,yossitaieb
9,dayanuzi,yossitaieb
10,abutbulm,yossitaieb
11,bussouriel,yossitaieb
12,netanyahu,yossitaieb
0,malkielim82,gyevarkan
1,dudiamsalem,gyevarkan
2,netanyahu,gyevarkan
3,naftalibennett,gyevarkan
4,oded_forer,gyevarkan
5,ofir_sofer,gyevarkan
6,ofirkatzmk,gyevarkan
7,izhars7,gyevarkan
8,vladimirbeliak,gyevarkan
9,yoavkisch,gyevarkan
10,zoharm7,gyevarkan
11,ishmuli,gyevarkan
12,nitzanhorowitz,gyevarkan
13,yuliedelstein,gyevarkan
14,ayelet__shaked,gyevarkan
15,eitanginzburg,gyevarkan
16,osamasaadi63,gyevarkan
17,orly_levy,gyevarkan
18,ornabarb,gyevarkan
19,shlomo_karhi,gyevarkan
20,israel_katz,gyevarkan
21,steinitz_yuval,gyevarkan
22,yoavgallant,gyevarkan
23,mkmeircohen,gyevarkan
24,ram_ben_barak,gyevarkan
25,yuliamalinovsky,gyevarkan
26,mtanesshihadeh,gyevarkan
27,yairgolan1,gyevarkan
28,matankahana,gyevarkan
29,mkorlyfroman,gyevarkan
30,realrafiperets,gyevarkan
31,btoporovsky,gyevarkan
32,ettyatia,gyevarkan
33,ysegalovitz,gyevarkan
34,gabi_ashkenazi,gyevarkan
35,yrazvozov,gyevarkan
36,yoazhendel1,gyevarkan
37,bezalelsm,gyevarkan
38,zvihauser,gyevarkan
39,mikihaimovich1,gyevarkan
40,asafzamir,gyevarkan
41,kelharrar,gyevarkan
42,pnina_tamano_sh,gyevarkan
43,bogie_yaalon,gyevarkan
44,yairlapid,gyevarkan
45,gantzbe,gyevarkan
0,nissimv,mattiyogev
1,elazar_stern,mattiyogev
2,shitrit_keti,mattiyogev
3,mkgilon,mattiyogev
4,tamarzandberg,mattiyogev
5,orly_levy,mattiyogev
6,yoazhendel1,mattiyogev
7,bogie_yaalon,mattiyogev
8,avidareli,mattiyogev
9,avidichter,mattiyogev
10,sbyifat,mattiyogev
11,zvihauser,mattiyogev
12,nitzanhorowitz,mattiyogev
13,meravmichaeli,mattiyogev
14,ishmuli,mattiyogev
15,nirbarkat,mattiyogev
16,yuliedelstein,mattiyogev
17,steinitz_yuval,mattiyogev
18,yoavgallant,mattiyogev
19,israel_katz,mattiyogev
20,gilagamliel,mattiyogev
21,yoavkisch,mattiyogev
22,davidbitan,mattiyogev
23,zoharm7,mattiyogev
24,gabi_ashkenazi,mattiyogev
25,yairgolan1,mattiyogev
26,asafzamir,mattiyogev
27,eitanginzburg,mattiyogev
28,ofirkatzmk,mattiyogev
29,arielkallner,mattiyogev
30,haleviamit,mattiyogev
31,bussouriel,mattiyogev
32,abutbulm,mattiyogev
33,elicoh1,mattiyogev
34,dudiamsalem,mattiyogev
35,ayoobkara,mattiyogev
36,kerenbarak,mattiyogev
37,shlomo_karhi,mattiyogev
38,avigdorliberman,mattiyogev
39,gantzbe,mattiyogev
40,netanyahu,mattiyogev
41,naftalibennett,mattiyogev
42,ayelet__shaked,mattiyogev
43,regev_miri,mattiyogev
44,yairlapid,mattiyogev
45,bezalelsm,mattiyogev
0,ahmad_tibi,hebayazbak
1,ishmuli,hebayazbak
2,ofercass,hebayazbak
3,khatib_eman,hebayazbak
4,mksondos,hebayazbak
5,asaqla,hebayazbak
6,mnsorabbas,hebayazbak
7,ayodeh,hebayazbak
8,shahadehabou,hebayazbak
9,mtanesshihadeh,hebayazbak
10,drjabareen,hebayazbak
11,aidatuma,hebayazbak
12,meravmichaeli,hebayazbak
13,netanyahu,hebayazbak
0,matankahana,omeryankelevitc
1,malkielim82,omeryankelevitc
2,ofir_sofer,omeryankelevitc
3,yrazvozov,omeryankelevitc
4,ysegalovitz,omeryankelevitc
5,kerenbarak,omeryankelevitc
6,gabi_ashkenazi,omeryankelevitc
7,realrafiperets,omeryankelevitc
8,nitzanhorowitz,omeryankelevitc
9,oded_forer,omeryankelevitc
10,avidareli,omeryankelevitc
11,tzachi_hanegbi,omeryankelevitc
12,elazar_stern,omeryankelevitc
13,btoporovsky,omeryankelevitc
14,arielkallner,omeryankelevitc
15,yairlapid,omeryankelevitc
16,mikihaimovich1,omeryankelevitc
17,gyevarkan,omeryankelevitc
18,mkmeircohen,omeryankelevitc
19,idanroll,omeryankelevitc
20,asafzamir,omeryankelevitc
21,pnina_tamano_sh,omeryankelevitc
22,bogie_yaalon,omeryankelevitc
23,ram_ben_barak,omeryankelevitc
24,eitanginzburg,omeryankelevitc
25,ornabarb,omeryankelevitc
26,yorailahav,omeryankelevitc
27,izhars7,omeryankelevitc
28,gantzbe,omeryankelevitc
29,zvihauser,omeryankelevitc
30,bezalelsm,omeryankelevitc
31,kelharrar,omeryankelevitc
32,yuliedelstein,omeryankelevitc
33,ishmuli,omeryankelevitc
34,dudiamsalem,omeryankelevitc
35,nirbarkat,omeryankelevitc
36,zoharm7,omeryankelevitc
37,israel_katz,omeryankelevitc
38,gilagamliel,omeryankelevitc
39,davidbitan,omeryankelevitc
40,steinitz_yuval,omeryankelevitc
41,avidichter,omeryankelevitc
42,orly_levy,omeryankelevitc
43,ayodeh,omeryankelevitc
44,yakmargi,omeryankelevitc
45,yoavgallant,omeryankelevitc
46,yoazhendel1,omeryankelevitc
47,tamarzandberg,omeryankelevitc
0,mkgilon,bogie_yaalon
1,aidatuma,bogie_yaalon
2,drjabareen,bogie_yaalon
3,saeedalkhrumi,bogie_yaalon
4,waleedt68,bogie_yaalon
5,khatib_eman,bogie_yaalon
6,mksondos,bogie_yaalon
7,asaqla,bogie_yaalon
8,shahadehabou,bogie_yaalon
9,mtanesshihadeh,bogie_yaalon
10,hebayazbak,bogie_yaalon
11,mnsorabbas,bogie_yaalon
12,nissimv,bogie_yaalon
13,haleviamit,bogie_yaalon
14,osnathilamark,bogie_yaalon
15,arielkallner,bogie_yaalon
16,dayanuzi,bogie_yaalon
17,ofirkatzmk,bogie_yaalon
18,shitrit_keti,bogie_yaalon
19,kerenbarak,bogie_yaalon
20,mkorlyfroman,bogie_yaalon
21,mkmeircohen,bogie_yaalon
22,eitanginzburg,bogie_yaalon
23,btoporovsky,bogie_yaalon
24,ysegalovitz,bogie_yaalon
25,ram_ben_barak,bogie_yaalon
26,ornabarb,bogie_yaalon
27,gabi_ashkenazi,bogie_yaalon
28,nitzanhorowitz,bogie_yaalon
29,tamarzandberg,bogie_yaalon
30,meravmichaeli,bogie_yaalon
31,avigdorliberman,bogie_yaalon
32,davidbitan,bogie_yaalon
33,yuliedelstein,bogie_yaalon
34,yoavkisch,bogie_yaalon
35,israel_katz,bogie_yaalon
36,yoavgallant,bogie_yaalon
37,regev_miri,bogie_yaalon
38,bezalelsm,bogie_yaalon
39,dudiamsalem,bogie_yaalon
40,zoharm7,bogie_yaalon
41,malkielim82,bogie_yaalon
42,rutilande,bogie_yaalon
43,izhars7,bogie_yaalon
44,tehilafriedman,bogie_yaalon
45,mikihaimovich1,bogie_yaalon
46,asafzamir,bogie_yaalon
47,gantzbe,bogie_yaalon
48,gilagamliel,bogie_yaalon
49,ayelet__shaked,bogie_yaalon
50,zvihauser,bogie_yaalon
51,naftalibennett,bogie_yaalon
52,yairlapid,bogie_yaalon
53,yoazhendel1,bogie_yaalon
0,sbyifat,elicoh1
1,arielkallner,elicoh1
2,dudiamsalem,elicoh1
3,ofirkatzmk,elicoh1
4,fateenmulla,elicoh1
5,kerenbarak,elicoh1
6,israel_katz,elicoh1
7,gilagamliel,elicoh1
8,oded_forer,elicoh1
9,yairlapid,elicoh1
10,davidbitan,elicoh1
11,ayelet__shaked,elicoh1
12,yoavgallant,elicoh1
13,shlomo_karhi,elicoh1
14,avidichter,elicoh1
15,zoharm7,elicoh1
16,regev_miri,elicoh1
17,zvihauser,elicoh1
18,netanyahu,elicoh1
0,gadeermreeh,mkmeircohen
1,tamarzandberg,mkmeircohen
2,mkmickeylevy,mkmeircohen
3,yrazvozov,mkmeircohen
4,ysegalovitz,mkmeircohen
5,btoporovsky,mkmeircohen
6,ram_ben_barak,mkmeircohen
7,eitanginzburg,mkmeircohen
8,izhars7,mkmeircohen
9,ornabarb,mkmeircohen
10,yorailahav,mkmeircohen
11,idanroll,mkmeircohen
12,gantzbe,mkmeircohen
13,yoazhendel1,mkmeircohen
14,pnina_tamano_sh,mkmeircohen
15,regev_miri,mkmeircohen
16,naftalibennett,mkmeircohen
17,kelharrar,mkmeircohen
18,yairlapid,mkmeircohen
19,meravmichaeli,mkmeircohen
20,avigdorliberman,mkmeircohen
21,ahmad_tibi,mkmeircohen
22,ayodeh,mkmeircohen
23,yuliedelstein,mkmeircohen
24,bogie_yaalon,mkmeircohen
25,zvihauser,mkmeircohen
0,cotlerwunsh,matankahana
1,ishmuli,matankahana
2,orly_levy,matankahana
3,ram_ben_barak,matankahana
4,gantzbe,matankahana
5,zvihauser,matankahana
6,ayodeh,matankahana
7,tamarzandberg,matankahana
8,netanyahu,matankahana
9,ornabarb,matankahana
10,mkorlyfroman,matankahana
11,meravmichaeli,matankahana
12,bogie_yaalon,matankahana
13,ofir_sofer,matankahana
14,asafzamir,matankahana
15,idanroll,matankahana
16,davidbitan,matankahana
17,yoavkisch,matankahana
18,bezalelsm,matankahana
19,ayelet__shaked,matankahana
20,naftalibennett,matankahana
0,avidareli,gadeermreeh
1,mkmeircohen,gadeermreeh
2,mkgilon,gadeermreeh
3,matankahana,gadeermreeh
4,vladimirbeliak,gadeermreeh
5,yrazvozov,gadeermreeh
6,yairgolan1,gadeermreeh
7,elicoh1,gadeermreeh
8,avidichter,gadeermreeh
9,gilagamliel,gadeermreeh
10,kelharrar,gadeermreeh
11,israel_katz,gadeermreeh
12,yoavgallant,gadeermreeh
13,avigdorliberman,gadeermreeh
14,tamarzandberg,gadeermreeh
15,ishmuli,gadeermreeh
16,dayanuzi,gadeermreeh
17,drjabareen,gadeermreeh
18,aidatuma,gadeermreeh
19,btoporovsky,gadeermreeh
20,sbyifat,gadeermreeh
21,elazar_stern,gadeermreeh
22,asafzamir,gadeermreeh
23,mkorlyfroman,gadeermreeh
24,realrafiperets,gadeermreeh
25,eitanginzburg,gadeermreeh
26,yorailahav,gadeermreeh
27,idanroll,gadeermreeh
28,mikihaimovich1,gadeermreeh
29,pnina_tamano_sh,gadeermreeh
30,ysegalovitz,gadeermreeh
31,davidbitan,gadeermreeh
32,dudiamsalem,gadeermreeh
33,zoharm7,gadeermreeh
34,yoavkisch,gadeermreeh
35,regev_miri,gadeermreeh
36,yuliedelstein,gadeermreeh
37,meravmichaeli,gadeermreeh
38,ofirakunis,gadeermreeh
39,ayelet__shaked,gadeermreeh
40,bezalelsm,gadeermreeh
41,bogie_yaalon,gadeermreeh
42,zvihauser,gadeermreeh
43,gabi_ashkenazi,gadeermreeh
44,ram_ben_barak,gadeermreeh
45,ornabarb,gadeermreeh
46,mkmickeylevy,gadeermreeh
47,orly_levy,gadeermreeh
48,ayodeh,gadeermreeh
49,ahmad_tibi,gadeermreeh
50,gantzbe,gadeermreeh
51,nitzanhorowitz,gadeermreeh
52,yoazhendel1,gadeermreeh
53,ayoobkara,gadeermreeh
54,naftalibennett,gadeermreeh
55,yairlapid,gadeermreeh
56,netanyahu,gadeermreeh
0,oded_forer,anatknafo
1,meravmichaeli,anatknafo
2,bogie_yaalon,anatknafo
3,gantzbe,anatknafo
4,dudiamsalem,anatknafo
5,avigdorliberman,anatknafo
6,regev_miri,anatknafo
7,naftalibennett,anatknafo
8,ayelet__shaked,anatknafo
9,yairlapid,anatknafo
10,nitzanhorowitz,anatknafo
0,osamasaadi63,ofercass
1,mkmickeylevy,ofercass
2,omeryankelevitc,ofercass
3,ayodeh,ofercass
4,tamarzandberg,ofercass
5,nitzanhorowitz,ofercass
6,aidatuma,ofercass
0,nissimv,ofirkatzmk
1,btoporovsky,ofirkatzmk
2,kushnir_al,ofirkatzmk
3,haleviamit,ofirkatzmk
4,yossitaieb,ofirkatzmk
5,mkmickeylevy,ofirkatzmk
6,fateenmulla,ofirkatzmk
7,yairgolan1,ofirkatzmk
8,gyevarkan,ofirkatzmk
9,matankahana,ofirkatzmk
10,kelharrar,ofirkatzmk
11,elazar_stern,ofirkatzmk
12,orly_levy,ofirkatzmk
13,osnathilamark,ofirkatzmk
14,yakmargi,ofirkatzmk
15,tzachi_hanegbi,ofirkatzmk
16,oded_forer,ofirkatzmk
17,yuliamalinovsky,ofirkatzmk
18,mkorlyfroman,ofirkatzmk
19,nitzanhorowitz,ofirkatzmk
20,golanmay,ofirkatzmk
21,kerenbarak,ofirkatzmk
22,eitanginzburg,ofirkatzmk
23,idanroll,ofirkatzmk
24,yorailahav,ofirkatzmk
25,pnina_tamano_sh,ofirkatzmk
26,ysegalovitz,ofirkatzmk
27,elicoh1,ofirkatzmk
28,arielkallner,ofirkatzmk
29,mkmeircohen,ofirkatzmk
30,omeryankelevitc,ofirkatzmk
31,gabi_ashkenazi,ofirkatzmk
32,dayanuzi,ofirkatzmk
33,asafzamir,ofirkatzmk
34,izhars7,ofirkatzmk
35,ettyatia,ofirkatzmk
36,ofir_sofer,ofirkatzmk
37,mkgilon,ofirkatzmk
38,ofercass,ofirkatzmk
39,nirbarkat,ofirkatzmk
40,sbyifat,ofirkatzmk
41,steinitz_yuval,ofirkatzmk
42,ram_ben_barak,ofirkatzmk
43,mikihaimovich1,ofirkatzmk
44,ornabarb,ofirkatzmk
45,realrafiperets,ofirkatzmk
46,ahmad_tibi,ofirkatzmk
47,gilagamliel,ofirkatzmk
48,ayodeh,ofirkatzmk
49,shlomo_karhi,ofirkatzmk
50,gantzbe,ofirkatzmk
51,shitrit_keti,ofirkatzmk
52,israel_katz,ofirkatzmk
53,yoavgallant,ofirkatzmk
54,ayoobkara,ofirkatzmk
55,avigdorliberman,ofirkatzmk
56,bezalelsm,ofirkatzmk
57,ishmuli,ofirkatzmk
58,yuliedelstein,ofirkatzmk
59,ofirakunis,ofirkatzmk
60,regev_miri,ofirkatzmk
61,yoavkisch,ofirkatzmk
62,davidbitan,ofirkatzmk
63,dudiamsalem,ofirkatzmk
64,yairlapid,ofirkatzmk
65,ayelet__shaked,ofirkatzmk
66,yoazhendel1,ofirkatzmk
67,naftalibennett,ofirkatzmk
68,bogie_yaalon,ofirkatzmk
69,meravmichaeli,ofirkatzmk
70,tamarzandberg,ofirkatzmk
71,avidichter,ofirkatzmk
72,zvihauser,ofirkatzmk
73,zoharm7,ofirkatzmk
74,netanyahu,ofirkatzmk
0,netanyahu,israel_katz
1,yakmargi,israel_katz
2,steinitz_yuval,israel_katz
3,yoazhendel1,israel_katz
0,yairgolan1,yorailahav
1,golanmay,yorailahav
2,arielkallner,yorailahav
3,yossitaieb,yorailahav
4,yoavkisch,yorailahav
5,sbyifat,yorailahav
6,meravmichaeli,yorailahav
7,gabi_ashkenazi,yorailahav
8,mksondos,yorailahav
9,yrazvozov,yorailahav
10,izhars7,yorailahav
11,gadeermreeh,yorailahav
12,cotlerwunsh,yorailahav
13,mkorlyfroman,yorailahav
14,mkmickeylevy,yorailahav
15,ysegalovitz,yorailahav
16,avidareli,yorailahav
17,shitrit_keti,yorailahav
18,yuliamalinovsky,yorailahav
19,elazar_stern,yorailahav
20,matankahana,yorailahav
21,nitzanhorowitz,yorailahav
22,ofir_sofer,yorailahav
23,ofirkatzmk,yorailahav
24,kerenbarak,yorailahav
25,mosheturpaz,yorailahav
26,ram_ben_barak,yorailahav
27,eitanginzburg,yorailahav
28,realrafiperets,yorailahav
29,asafzamir,yorailahav
30,btoporovsky,yorailahav
31,mkmeircohen,yorailahav
32,ornabarb,yorailahav
33,yuliedelstein,yorailahav
34,mikihaimovich1,yorailahav
35,osnathilamark,yorailahav
36,yoazhendel1,yorailahav
37,bezalelsm,yorailahav
38,pnina_tamano_sh,yorailahav
39,bogie_yaalon,yorailahav
40,ishmuli,yorailahav
41,kelharrar,yorailahav
42,gantzbe,yorailahav
43,vladimirbeliak,yorailahav
44,regev_miri,yorailahav
45,idanroll,yorailahav
46,netanyahu,yorailahav
47,ayelet__shaked,yorailahav
48,yairlapid,yorailahav
49,naftalibennett,yorailahav
50,ayodeh,yorailahav
51,avigdorliberman,yorailahav
0,vladimirbeliak,mkmickeylevy
1,yuliamalinovsky,mkmickeylevy
2,aidatuma,mkmickeylevy
3,gyevarkan,mkmickeylevy
4,kerenbarak,mkmickeylevy
5,zoharm7,mkmickeylevy
6,izhars7,mkmickeylevy
7,ysegalovitz,mkmickeylevy
8,yuliedelstein,mkmickeylevy
9,pnina_tamano_sh,mkmickeylevy
10,mikihaimovich1,mkmickeylevy
11,avidareli,mkmickeylevy
12,btoporovsky,mkmickeylevy
13,gadeermreeh,mkmickeylevy
14,ram_ben_barak,mkmickeylevy
15,mkmeircohen,mkmickeylevy
16,idanroll,mkmickeylevy
17,ornabarb,mkmickeylevy
18,yorailahav,mkmickeylevy
19,mkorlyfroman,mkmickeylevy
20,eitanginzburg,mkmickeylevy
21,yakmargi,mkmickeylevy
22,osamasaadi63,mkmickeylevy
23,tzachi_hanegbi,mkmickeylevy
24,taliploskov,mkmickeylevy
25,elicoh1,mkmickeylevy
26,oded_forer,mkmickeylevy
27,sbyifat,mkmickeylevy
28,dudiamsalem,mkmickeylevy
29,avidichter,mkmickeylevy
30,davidbitan,mkmickeylevy
31,bogie_yaalon,mkmickeylevy
32,netanyahu,mkmickeylevy
33,ayodeh,mkmickeylevy
34,gabi_ashkenazi,mkmickeylevy
35,gantzbe,mkmickeylevy
36,elazar_stern,mkmickeylevy
37,omeryankelevitc,mkmickeylevy
38,asaqla,mkmickeylevy
39,yairgolan1,mkmickeylevy
40,yrazvozov,mkmickeylevy
41,drjabareen,mkmickeylevy
42,kushnir_al,mkmickeylevy
43,zvihauser,mkmickeylevy
44,ahmad_tibi,mkmickeylevy
45,asafzamir,mkmickeylevy
46,meravmichaeli,mkmickeylevy
47,gilagamliel,mkmickeylevy
48,kelharrar,mkmickeylevy
49,yoavkisch,mkmickeylevy
50,orly_levy,mkmickeylevy
51,avigdorliberman,mkmickeylevy
52,ishmuli,mkmickeylevy
53,nitzanhorowitz,mkmickeylevy
54,mkgilon,mkmickeylevy
55,tamarzandberg,mkmickeylevy
56,yoazhendel1,mkmickeylevy
57,yairlapid,mkmickeylevy
58,naftalibennett,mkmickeylevy
59,ayelet__shaked,mkmickeylevy
60,regev_miri,mkmickeylevy
61,bezalelsm,mkmickeylevy
0,davidbitan,orly_levy
1,malkielim82,orly_levy
2,israel_katz,orly_levy
3,yairlapid,orly_levy
4,dudiamsalem,orly_levy
5,yoazhendel1,orly_levy
6,bogie_yaalon,orly_levy
7,meravmichaeli,orly_levy
8,kelharrar,orly_levy
9,ishmuli,orly_levy
10,mkgilon,orly_levy
11,avigdorliberman,orly_levy
0,evgenysova,avigdorliberman
1,avidareli,avigdorliberman
2,yuliamalinovsky,avigdorliberman
3,tamarzandberg,avigdorliberman
4,meravmichaeli,avigdorliberman
5,bogie_yaalon,avigdorliberman
6,ayodeh,avigdorliberman
7,regev_miri,avigdorliberman
8,ayelet__shaked,avigdorliberman
9,yairlapid,avigdorliberman
10,naftalibennett,avigdorliberman
11,netanyahu,avigdorliberman
12,yuliedelstein,avigdorliberman
0,yrazvozov,yairlapid
1,ahmad_tibi,yairlapid
2,ofirakunis,yairlapid
3,ysegalovitz,yairlapid
4,gabi_ashkenazi,yairlapid
5,gadeermreeh,yairlapid
6,yorailahav,yairlapid
7,elazar_stern,yairlapid
8,ram_ben_barak,yairlapid
9,ayodeh,yairlapid
10,meravmichaeli,yairlapid
11,bogie_yaalon,yairlapid
12,avigdorliberman,yairlapid
13,naftalibennett,yairlapid
14,ayelet__shaked,yairlapid
15,ishmuli,yairlapid
16,mkmickeylevy,yairlapid
17,kelharrar,yairlapid
18,yoazhendel1,yairlapid
0,bussouriel,osnathilamark
1,arielkallner,osnathilamark
2,haleviamit,osnathilamark
3,bezalelsm,osnathilamark
4,elicoh1,osnathilamark
5,yakmargi,osnathilamark
6,davidbitan,osnathilamark
7,yoavkisch,osnathilamark
8,shitrit_keti,osnathilamark
9,zoharm7,osnathilamark
10,yoazhendel1,osnathilamark
11,netanyahu,osnathilamark
12,meravmichaeli,osnathilamark
13,orly_levy,osnathilamark
14,regev_miri,osnathilamark
15,nitzanhorowitz,osnathilamark
16,dudiamsalem,osnathilamark
17,ayelet__shaked,osnathilamark
18,avidichter,osnathilamark
19,avigdorliberman,osnathilamark
20,tamarzandberg,osnathilamark
21,yairlapid,osnathilamark
22,ahmad_tibi,osnathilamark
23,naftalibennett,osnathilamark
0,haleviamit,fateenmulla
1,gyevarkan,fateenmulla
2,mkgilon,fateenmulla
3,oded_forer,fateenmulla
4,yuliamalinovsky,fateenmulla
5,btoporovsky,fateenmulla
6,ram_ben_barak,fateenmulla
7,ornabarb,fateenmulla
8,pnina_tamano_sh,fateenmulla
9,omeryankelevitc,fateenmulla
10,idanroll,fateenmulla
11,eitanginzburg,fateenmulla
12,yorailahav,fateenmulla
13,elazar_stern,fateenmulla
14,kerenbarak,fateenmulla
15,ettyatia,fateenmulla
16,osnathilamark,fateenmulla
17,shitrit_keti,fateenmulla
18,arielkallner,fateenmulla
19,ofirkatzmk,fateenmulla
20,ofir_sofer,fateenmulla
21,dayanuzi,fateenmulla
22,izhars7,fateenmulla
23,matankahana,fateenmulla
24,realrafiperets,fateenmulla
25,mkorlyfroman,fateenmulla
26,meravmichaeli,fateenmulla
27,ishmuli,fateenmulla
28,orly_levy,fateenmulla
29,zvihauser,fateenmulla
30,yoazhendel1,fateenmulla
